CustomerID,FirstName,LastName,DateOfBirth,Gender,Province,City,CustomerSegment,JoinDate,RiskRating,EmploymentStatus,AnnualIncome,IsActive
C001051,Priya,Khan,1995-09-25,Female,Eastern Cape,Mthatha,Mass Market,2023-09-06,Low,Retired,148649,True
C001052,Neo,Nkosi,1984-04-29,Female,Western Cape,Cape Town,Mass Market,2026-04-22,Low,Employed,187750,True
C001053,Lerato,Pillay,1998-01-11,Male,Gauteng,Midrand,Emerging Affluent,2022-08-30,Low,Employed,306783,True
C001054,Mpho,Khumalo,1990-02-05,Male,Limpopo,Polokwane,Mass Market,2022-10-01,Low,Employed,153309,True
C001055,Anika,Khumalo,1981-02-18,Female,Northern Cape,Kimberley,Emerging Affluent,2022-08-02,High,Employed,284991,True
C001056,Jason,Khumalo,2002-10-02,Male,Free State,Welkom,Mass Market,2023-08-16,Low,Employed,202184,True
C001057,Naledi,Molefe,2004-02-04,Female,KwaZulu-Natal,Pietermaritzburg,Affluent,2026-06-10,Low,Employed,1030890,True
C001058,Jason,Molefe,1952-02-26,Female,Western Cape,Bellville,Mass Market,2024-01-24,Low,Self-Employed,256032,True
C001059,Fatima,Daniels,1967-12-29,Male,Free State,Bloemfontein,Mass Market,2022-03-14,Medium,Employed,163771,True
C001060,Kagiso,Khan,2006-03-25,Female,Western Cape,Paarl,Emerging Affluent,2026-02-03,Low,Self-Employed,294849,True
C001061,Mpho,Jacobs,1958-01-18,Male,Western Cape,Bellville,Mass Market,2024-04-30,Low,Employed,249675,True
C001062,Karabo,Daniels,2000-06-01,Male,Limpopo,Tzaneen,Mass Market,2025-05-04,High,Employed,153602,True
C001063,Leah,Nkosi,1972-10-01,Female,Eastern Cape,Gqeberha,Mass Market,2023-06-05,High,Unemployed,34660,False
C001064,Naledi,Adams,2001-03-31,Female,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2025-08-07,Medium,Employed,572118,False
C001065,Muhammad,Dlamini,1985-09-21,Male,Limpopo,Polokwane,Mass Market,2023-12-01,Medium,Self-Employed,175044,False
C001066,Nomsa,Naidoo,1956-12-09,Male,Western Cape,George,Mass Market,2023-10-06,Medium,Employed,76324,True
C001067,Zanele,Govender,1994-05-25,Female,Gauteng,Midrand,Mass Market,2022-07-26,Medium,Unemployed,87687,True
C001068,Naledi,Khan,1967-06-01,Male,Free State,Bloemfontein,Emerging Affluent,2024-12-10,Low,Employed,556660,True
C001069,Priya,Patel,1998-04-05,Female,Northern Cape,Upington,Emerging Affluent,2026-03-14,Medium,Employed,304247,True
C001070,Fatima,Daniels,1954-01-22,Female,Gauteng,Midrand,Emerging Affluent,2023-11-10,Medium,Employed,372501,True
C001071,Ethan,Adams,1967-06-08,Male,Gauteng,Pretoria,Mass Market,2025-02-23,Medium,Self-Employed,204762,True
C001072,Megan,Botha,1988-12-02,Female,KwaZulu-Natal,Pietermaritzburg,Mass Market,2024-10-27,High,Employed,151662,True
C001073,Fatima,Naidoo,1953-08-02,Male,KwaZulu-Natal,Pietermaritzburg,Affluent,2024-10-12,Medium,Employed,950366,True
C001074,Neo,Patel,1970-08-20,Female,KwaZulu-Natal,Durban,Mass Market,2024-04-07,High,Student,2090,False
C001075,Fatima,Meyer,1970-10-01,Male,Western Cape,Cape Town,Affluent,2026-02-25,Low,Employed,1041813,True
C001076,Kayla,Brown,1978-09-03,Male,Free State,Bloemfontein,Mass Market,2022-04-07,Medium,Retired,274159,True
C001077,Kayla,Khan,1961-05-17,Male,North West,Rustenburg,Emerging Affluent,2025-05-06,Low,Employed,444149,True
C001078,Mpho,Gumede,2004-05-08,Female,Free State,Welkom,Mass Market,2026-03-03,High,Self-Employed,190225,True
C001079,Priya,Mokoena,2000-10-20,Female,Gauteng,Pretoria,Emerging Affluent,2024-03-09,Medium,Self-Employed,392426,False
C001080,Kagiso,Daniels,1950-02-15,Female,Western Cape,Stellenbosch,Mass Market,2023-03-19,Low,Employed,127643,True
C001081,Karabo,Pillay,1998-08-03,Female,KwaZulu-Natal,Richards Bay,Emerging Affluent,2023-04-10,Medium,Self-Employed,429584,True
C001082,Daniel,Gumede,1987-03-24,Female,Mpumalanga,Mbombela,Emerging Affluent,2024-12-06,Medium,Employed,551146,True
C001083,Thabo,Ndlovu,1976-09-17,Female,Free State,Welkom,Emerging Affluent,2025-06-12,Low,Retired,418603,True
C001084,Tshepo,Mokoena,1989-05-16,Male,KwaZulu-Natal,Durban,Emerging Affluent,2025-11-11,Medium,Employed,386975,True
C001085,Neo,Smith,1951-07-17,Male,North West,Mahikeng,Mass Market,2025-10-05,Low,Employed,177715,True
C001086,Daniel,Botha,1957-11-11,Male,Gauteng,Midrand,Affluent,2022-04-26,Low,Employed,864110,True
C001087,Muhammad,Smith,1961-10-19,Male,Gauteng,Pretoria,Mass Market,2022-01-03,Medium,Student,53437,True
C001088,Ruan,Brown,1975-05-06,Female,Free State,Welkom,Mass Market,2023-03-02,High,Employed,263693,True
C001089,Kagiso,Mokoena,1977-01-09,Male,KwaZulu-Natal,Umhlanga,Mass Market,2022-03-31,Low,Retired,253043,True
C001090,Tshepo,Dlamini,1957-09-02,Female,Gauteng,Johannesburg,Affluent,2023-03-07,Low,Self-Employed,1167773,True
C001091,Tshepo,Botha,1989-03-23,Female,Western Cape,Paarl,Mass Market,2024-06-06,High,Employed,229096,True
C001092,Fatima,Meyer,1982-05-26,Female,Eastern Cape,East London,Mass Market,2025-04-05,High,Employed,82693,True
C001093,Jason,Cele,1964-02-03,Female,Limpopo,Tzaneen,Affluent,2025-09-05,Low,Employed,880543,True
C001094,Imran,Botha,2005-08-12,Male,Free State,Bloemfontein,Mass Market,2022-07-02,Medium,Student,65883,True
C001095,Thabo,Brown,1997-06-16,Female,KwaZulu-Natal,Richards Bay,Mass Market,2023-08-30,Medium,Unemployed,1543,True
C001096,Zanele,Daniels,1953-03-21,Female,Gauteng,Johannesburg,Mass Market,2024-10-06,Low,Unemployed,10967,True
C001097,Tshepo,Mokoena,1997-05-07,Female,Western Cape,Paarl,Emerging Affluent,2025-01-03,Low,Self-Employed,327436,True
C001098,Muhammad,Brown,1972-10-29,Male,Gauteng,Centurion,Mass Market,2024-01-15,Low,Student,29597,False
C001099,Imran,Brown,1986-03-01,Female,KwaZulu-Natal,Durban,Mass Market,2023-05-29,Medium,Employed,91112,True
C001100,Anika,Radebe,1981-02-16,Male,Limpopo,Polokwane,Mass Market,2023-09-15,Medium,Student,16525,True
C001101,Imran,Adams,1986-09-16,Male,Gauteng,Soweto,Mass Market,2024-01-09,Medium,Employed,129326,True
C001102,Neo,Meyer,1961-11-17,Male,Gauteng,Johannesburg,Mass Market,2023-10-28,Medium,Retired,128889,True
C001103,Ayesha,Naidoo,1962-04-26,Female,Limpopo,Polokwane,Emerging Affluent,2022-04-08,Low,Employed,350232,True
C001104,Kayla,Meyer,1965-01-17,Female,Western Cape,Cape Town,Mass Market,2024-11-05,Medium,Unemployed,80081,True
C001105,Ayesha,Jacobs,2006-02-27,Female,Mpumalanga,Mbombela,Emerging Affluent,2022-04-17,Low,Employed,360562,True
C001106,Nomsa,Khan,1999-04-20,Female,Western Cape,Paarl,Emerging Affluent,2025-11-30,Low,Retired,385607,True
C001107,Leah,Khumalo,1974-05-16,Male,Gauteng,Soweto,Emerging Affluent,2022-01-27,Low,Employed,453818,True
C001108,Tshepo,Smith,1989-03-13,Female,KwaZulu-Natal,Pietermaritzburg,Mass Market,2025-07-14,Low,Student,78651,True
C001109,Naledi,Adams,1975-11-01,Male,Eastern Cape,Mthatha,Mass Market,2024-11-06,Medium,Employed,192325,True
C001110,Priya,Nkosi,1967-03-28,Male,Eastern Cape,East London,Mass Market,2026-07-13,Medium,Unemployed,22293,True
C001111,Zanele,Pillay,1975-11-11,Female,Western Cape,Cape Town,Mass Market,2025-01-18,Low,Employed,127033,True
C001112,Anika,Naidoo,1980-12-07,Female,North West,Mahikeng,Mass Market,2023-10-28,Medium,Employed,273960,True
C001113,Jason,Williams,1998-09-07,Male,Mpumalanga,eMalahleni,Mass Market,2026-07-30,Low,Employed,171195,True
C001114,Ayesha,Cele,1974-08-17,Female,Western Cape,Bellville,Private Banking,2024-10-12,Low,Self-Employed,1308500,True
C001115,Imran,Govender,1955-09-30,Male,Mpumalanga,eMalahleni,Mass Market,2025-06-02,High,Employed,204845,True
C001116,Fatima,Cele,1961-02-13,Female,Eastern Cape,Gqeberha,Emerging Affluent,2023-03-11,Low,Employed,503611,True
C001117,Lerato,Khumalo,1960-04-11,Female,Limpopo,Polokwane,Emerging Affluent,2024-10-07,Low,Employed,452219,True
C001118,Ayesha,Meyer,1979-01-11,Male,Western Cape,Stellenbosch,Emerging Affluent,2026-06-01,Low,Employed,603229,True
C001119,Neo,Radebe,1979-11-20,Male,KwaZulu-Natal,Pietermaritzburg,Mass Market,2022-09-18,Low,Employed,221297,True
C001120,Sibusiso,Ndlovu,1972-05-01,Female,Western Cape,George,Affluent,2022-09-13,Low,Employed,1000391,True
C001121,Ruan,Adams,1992-03-30,Male,Western Cape,Stellenbosch,Emerging Affluent,2024-03-26,Low,Self-Employed,450488,True
C001122,Lerato,Ndlovu,1986-12-09,Male,Western Cape,Paarl,Mass Market,2024-11-14,Low,Employed,260424,True
C001123,Fatima,Botha,1968-05-25,Male,Western Cape,Stellenbosch,Mass Market,2025-11-20,Medium,Student,58919,True
C001124,Sibusiso,Radebe,1985-02-10,Male,Limpopo,Tzaneen,Mass Market,2022-08-24,High,Self-Employed,160575,True
C001125,Thabo,Daniels,2005-06-03,Male,Gauteng,Pretoria,Affluent,2024-10-02,Low,Self-Employed,875654,True
C001126,Fatima,Smith,1965-04-15,Female,KwaZulu-Natal,Durban,Emerging Affluent,2024-07-27,Low,Employed,589146,True
C001127,Ayesha,Jacobs,1963-03-17,Female,Gauteng,Johannesburg,Private Banking,2022-10-17,High,Employed,1234692,True
C001128,Kayla,Radebe,1980-06-18,Male,North West,Rustenburg,Emerging Affluent,2025-05-07,Low,Employed,301952,True
C001129,Anika,Mokoena,1966-11-04,Female,Gauteng,Midrand,Mass Market,2023-01-21,Low,Employed,158032,False
C001130,Nomsa,Khumalo,1967-11-07,Female,Gauteng,Soweto,Emerging Affluent,2022-06-24,Low,Employed,451179,True
C001131,Kagiso,Ndlovu,1996-01-28,Female,Western Cape,George,Small Business,2024-01-10,Low,Self-Employed,749245,True
C001132,Tshepo,Brown,1976-10-14,Female,Gauteng,Soweto,Mass Market,2024-08-15,Medium,Employed,212168,True
C001133,Ayanda,Patel,1969-02-13,Male,Mpumalanga,eMalahleni,Emerging Affluent,2026-02-11,Low,Self-Employed,349087,True
C001134,Ethan,Mokoena,1991-06-21,Male,Gauteng,Centurion,Affluent,2023-09-25,Low,Employed,821017,True
C001135,Sipho,Govender,1985-12-12,Female,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2022-06-14,Medium,Employed,617790,True
C001136,Zanele,Nkosi,1950-02-04,Female,Gauteng,Soweto,Mass Market,2025-08-05,High,Student,34822,True
C001137,Lerato,Nkosi,1960-10-12,Male,KwaZulu-Natal,Richards Bay,Emerging Affluent,2023-03-30,Low,Employed,332090,True
C001138,Mpho,Adams,2003-10-17,Male,Western Cape,Paarl,Emerging Affluent,2024-06-05,Low,Employed,370387,True
C001139,Tshepo,Williams,1981-10-01,Male,Northern Cape,Kimberley,Mass Market,2025-02-16,Low,Employed,236924,True
C001140,Thabo,Pillay,2003-11-16,Male,KwaZulu-Natal,Durban,Mass Market,2026-02-16,Low,Unemployed,34293,True
C001141,Megan,Khan,1953-08-01,Male,Gauteng,Midrand,Emerging Affluent,2024-11-26,Medium,Employed,450699,True
C001142,Ethan,Cele,1976-04-05,Male,Limpopo,Polokwane,Emerging Affluent,2025-04-13,Low,Employed,351017,True
C001143,Imran,Govender,1957-09-24,Male,Eastern Cape,East London,Mass Market,2024-06-10,Medium,Retired,173194,True
C001144,Zanele,Cele,1985-07-15,Female,Western Cape,Cape Town,Mass Market,2022-08-04,Low,Self-Employed,179519,True
C001145,Megan,Radebe,1978-01-27,Male,Gauteng,Centurion,Mass Market,2026-05-11,Low,Employed,76933,True
C001146,Thabo,Botha,1970-06-25,Female,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2025-01-05,Low,Employed,305613,True
C001147,Ethan,Pillay,1957-01-03,Female,Gauteng,Pretoria,Emerging Affluent,2025-08-28,Low,Employed,330002,True
C001148,Sipho,Daniels,1971-08-21,Male,Limpopo,Tzaneen,Mass Market,2023-01-29,Low,Employed,263088,True
C001149,Zanele,Williams,1997-04-23,Female,Free State,Welkom,Small Business,2022-07-30,Medium,Self-Employed,873073,True
C001150,Megan,Gumede,1990-02-09,Male,Western Cape,Bellville,Emerging Affluent,2024-08-05,High,Employed,511076,True
C001151,Muhammad,Patel,1953-10-10,Female,Western Cape,George,Affluent,2025-01-26,Low,Employed,950701,True
C001152,Neo,Adams,1974-09-29,Male,Western Cape,Stellenbosch,Emerging Affluent,2023-04-23,Medium,Self-Employed,378025,True
C001153,Karabo,Smith,1990-04-09,Female,Western Cape,Stellenbosch,Emerging Affluent,2022-08-22,Low,Employed,299774,True
C001154,Tshepo,Smith,1990-05-11,Male,Gauteng,Pretoria,Mass Market,2023-10-31,Medium,Employed,232218,True
C001155,Imran,Gumede,1975-05-08,Female,Gauteng,Sandton,Emerging Affluent,2025-08-23,Low,Employed,325091,False
C001156,Ruan,Brown,2006-01-16,Male,Gauteng,Midrand,Emerging Affluent,2025-01-13,Low,Self-Employed,302784,True
C001157,Kayla,Molefe,1992-11-18,Male,Gauteng,Midrand,Mass Market,2022-11-30,High,Unemployed,48824,True
C001158,Lerato,Botha,1956-09-01,Female,Eastern Cape,Mthatha,Mass Market,2023-02-21,Low,Employed,162584,True
C001159,Sipho,Cele,1970-10-04,Male,Western Cape,Paarl,Mass Market,2025-08-15,Medium,Employed,255121,True
C001160,Tshepo,Pillay,1951-05-12,Male,Eastern Cape,Gqeberha,Emerging Affluent,2022-03-23,High,Self-Employed,418919,True
C001161,Jason,Mokoena,1989-06-29,Female,Mpumalanga,eMalahleni,Emerging Affluent,2026-04-09,Low,Employed,294247,True
C001162,Neo,Ndlovu,1955-11-29,Male,Gauteng,Johannesburg,Mass Market,2024-02-03,Medium,Student,9203,True
C001163,Sipho,Dlamini,1968-05-05,Female,Mpumalanga,eMalahleni,Mass Market,2023-04-15,Medium,Employed,160165,True
C001164,Daniel,Nkosi,1986-09-05,Male,Gauteng,Centurion,Affluent,2026-05-11,Low,Employed,682874,False
C001165,Nomsa,Botha,1983-11-28,Male,KwaZulu-Natal,Pietermaritzburg,Emerging Affluent,2026-03-02,Low,Employed,352835,True
C001166,Ethan,Daniels,1972-06-02,Female,North West,Rustenburg,Mass Market,2022-10-29,Medium,Employed,194122,False
C001167,Kayla,Cele,1983-04-02,Female,KwaZulu-Natal,Umhlanga,Mass Market,2025-10-15,Medium,Employed,271798,True
C001168,Ruan,Molefe,1997-07-03,Female,Western Cape,George,Affluent,2024-11-16,Low,Employed,692568,True
C001169,Ayanda,Brown,2001-04-21,Female,Mpumalanga,eMalahleni,Affluent,2023-11-28,Low,Employed,688980,True
C001170,Imran,Williams,2003-02-23,Male,Western Cape,George,Mass Market,2022-05-27,Low,Employed,161793,True
C001171,Sipho,Patel,1995-10-01,Male,Free State,Bloemfontein,Mass Market,2022-04-22,High,Employed,134264,True
C001172,Sibusiso,Daniels,1981-01-07,Female,Gauteng,Johannesburg,Emerging Affluent,2024-07-21,Medium,Self-Employed,313946,True
C001173,Ethan,Jacobs,1950-10-25,Female,Western Cape,Paarl,Emerging Affluent,2025-08-01,Low,Employed,596819,True
C001174,Lerato,Adams,2004-04-30,Male,Gauteng,Soweto,Mass Market,2026-06-01,Low,Employed,201740,True
C001175,Naledi,Brown,1976-09-28,Female,Limpopo,Tzaneen,Affluent,2026-01-25,Low,Employed,662282,True
C001176,Ruan,Dlamini,1953-05-03,Female,Western Cape,Stellenbosch,Mass Market,2022-09-11,Medium,Employed,240124,True
C001177,Mpho,Mokoena,2005-01-15,Female,Western Cape,George,Emerging Affluent,2023-05-15,Low,Employed,300429,True
C001178,Nomsa,Govender,1970-06-08,Female,North West,Mahikeng,Emerging Affluent,2026-01-04,Low,Employed,301327,True
C001179,Naledi,Jacobs,1978-12-04,Male,Gauteng,Midrand,Emerging Affluent,2026-02-02,Low,Employed,509601,True
C001180,Nomsa,Botha,1952-12-25,Male,Eastern Cape,East London,Emerging Affluent,2022-02-12,Low,Retired,585221,True
C001181,Neo,Patel,1989-09-07,Male,Mpumalanga,eMalahleni,Emerging Affluent,2022-05-24,High,Employed,304764,True
C001182,Kagiso,Radebe,1956-07-10,Female,Western Cape,Cape Town,Emerging Affluent,2025-07-28,Medium,Self-Employed,334893,True
C001183,Nomsa,Khumalo,1981-10-30,Female,Gauteng,Sandton,Emerging Affluent,2025-02-17,Low,Employed,357495,True
C001184,Karabo,Khumalo,1962-06-28,Male,Gauteng,Soweto,Private Banking,2023-05-29,Low,Employed,1208519,True
C001185,Daniel,Cele,1971-04-24,Male,KwaZulu-Natal,Richards Bay,Emerging Affluent,2025-04-25,Low,Employed,418594,True
C001186,Thabo,Daniels,1975-09-03,Male,Free State,Bloemfontein,Emerging Affluent,2023-05-12,Medium,Retired,381661,True
C001187,Kayla,Patel,2003-04-14,Female,Western Cape,Bellville,Emerging Affluent,2022-04-15,Medium,Employed,482653,True
C001188,Thabo,Smith,2002-03-08,Female,Eastern Cape,Gqeberha,Emerging Affluent,2024-11-23,Medium,Employed,549191,False
C001189,Sibusiso,Molefe,1978-02-16,Female,Limpopo,Polokwane,Mass Market,2025-01-09,Low,Employed,204472,True
C001190,Kayla,Khumalo,1990-04-22,Male,Gauteng,Sandton,Mass Market,2022-06-13,Medium,Employed,236564,True
C001191,Leah,Cele,1981-05-24,Female,Gauteng,Johannesburg,Mass Market,2024-04-10,Low,Student,27088,True
C001192,Neo,Dlamini,1993-03-07,Male,Gauteng,Pretoria,Mass Market,2022-11-04,Medium,Self-Employed,170541,True
C001193,Muhammad,Molefe,1974-11-21,Female,Gauteng,Soweto,Emerging Affluent,2024-04-18,Medium,Employed,411273,True
C001194,Sibusiso,Meyer,1978-04-15,Female,Gauteng,Midrand,Mass Market,2024-12-15,Medium,Employed,214528,True
C001195,Neo,Botha,1983-03-03,Female,KwaZulu-Natal,Umhlanga,Emerging Affluent,2025-09-09,Medium,Employed,494255,True
C001196,Kagiso,Pillay,1972-03-26,Female,Eastern Cape,East London,Mass Market,2023-06-12,Low,Employed,232860,True
C001197,Naledi,Ndlovu,1995-07-05,Female,Eastern Cape,Mthatha,Mass Market,2026-06-19,Medium,Employed,126574,True
C001198,Lerato,Patel,1996-06-12,Female,Gauteng,Soweto,Emerging Affluent,2025-03-02,Medium,Retired,368609,True
C001199,Sibusiso,Khumalo,1953-07-29,Female,Eastern Cape,Mthatha,Mass Market,2023-07-26,Medium,Employed,208651,True
C001200,Leah,Gumede,1950-12-10,Male,Gauteng,Sandton,Mass Market,2024-11-12,Medium,Employed,238647,True
C001201,Ethan,Khumalo,1982-10-03,Male,Limpopo,Tzaneen,Emerging Affluent,2025-03-01,Medium,Self-Employed,386834,True
C001202,Muhammad,Cele,1973-07-20,Male,Eastern Cape,East London,Mass Market,2024-01-27,Low,Unemployed,15601,True
C001203,Mpho,Botha,1987-11-17,Female,Eastern Cape,East London,Affluent,2022-09-15,Low,Self-Employed,913144,True
C001204,Kagiso,Nkosi,1987-08-17,Male,Western Cape,Bellville,Mass Market,2022-12-01,Medium,Employed,116746,True
C001205,Jason,Radebe,1961-03-28,Male,KwaZulu-Natal,Pietermaritzburg,Mass Market,2023-06-15,Medium,Unemployed,62755,True
C001206,Jason,Jacobs,1977-08-01,Male,Mpumalanga,eMalahleni,Mass Market,2022-07-27,Low,Employed,217707,True
C001207,Karabo,Daniels,1988-02-11,Female,Free State,Welkom,Mass Market,2023-12-13,Medium,Retired,153477,True
C001208,Leah,Naidoo,1962-09-13,Female,Gauteng,Pretoria,Mass Market,2025-03-07,Low,Unemployed,93436,True
C001209,Megan,Smith,1962-01-27,Female,Mpumalanga,Mbombela,Mass Market,2024-01-20,Medium,Retired,145858,True
C001210,Ayanda,Smith,1990-12-03,Female,Mpumalanga,Mbombela,Emerging Affluent,2023-05-27,Low,Employed,483598,True
C001211,Nomsa,Brown,1958-01-06,Female,Western Cape,Bellville,Emerging Affluent,2026-04-30,Low,Self-Employed,576208,True
C001212,Ruan,Molefe,1972-06-22,Male,KwaZulu-Natal,Umhlanga,Affluent,2026-01-28,Low,Employed,792788,True
C001213,Sibusiso,Khan,1952-02-17,Female,Gauteng,Sandton,Mass Market,2024-01-06,Low,Retired,177346,True
C001214,Leah,Khumalo,2003-01-30,Female,Gauteng,Midrand,Emerging Affluent,2022-02-05,Low,Self-Employed,396693,True
C001215,Daniel,Pillay,1996-07-07,Male,Mpumalanga,Mbombela,Mass Market,2026-03-10,High,Student,26036,True
C001216,Mpho,Khan,1961-09-25,Male,Gauteng,Sandton,Emerging Affluent,2023-05-23,Low,Employed,287856,True
C001217,Nomsa,Cele,1980-01-30,Male,Limpopo,Polokwane,Emerging Affluent,2026-03-28,Low,Employed,535487,True
C001218,Ethan,Govender,1953-02-26,Male,KwaZulu-Natal,Durban,Emerging Affluent,2026-01-08,High,Employed,427308,True
C001219,Anika,Khan,1957-11-16,Male,KwaZulu-Natal,Richards Bay,Emerging Affluent,2024-01-15,Low,Employed,329319,True
C001220,Kayla,Ndlovu,1959-11-24,Male,Free State,Bloemfontein,Mass Market,2024-02-16,Low,Unemployed,15748,True
C001221,Ethan,Gumede,1993-04-30,Female,Western Cape,Cape Town,Emerging Affluent,2024-10-25,Low,Employed,312834,False
C001222,Neo,Khumalo,2002-06-27,Male,Western Cape,Stellenbosch,Mass Market,2022-05-29,Low,Unemployed,78475,True
C001223,Daniel,Molefe,1977-05-24,Male,Limpopo,Tzaneen,Mass Market,2022-04-17,Medium,Employed,249317,True
C001224,Jason,Molefe,1960-07-06,Female,Western Cape,Stellenbosch,Affluent,2026-05-24,Medium,Employed,807322,True
C001225,Neo,Botha,1975-03-15,Male,Free State,Bloemfontein,Emerging Affluent,2022-11-06,Low,Self-Employed,385508,True
C001226,Sibusiso,Cele,1957-04-10,Male,Gauteng,Midrand,Emerging Affluent,2025-09-09,Low,Self-Employed,328649,True
C001227,Tshepo,Molefe,2005-11-28,Male,North West,Rustenburg,Emerging Affluent,2023-03-31,Low,Self-Employed,362012,True
C001228,Ayesha,Adams,1984-07-18,Male,Gauteng,Pretoria,Mass Market,2024-04-15,Low,Employed,271282,True
C001229,Sibusiso,Dlamini,1991-02-23,Female,Gauteng,Soweto,Emerging Affluent,2023-05-03,Low,Employed,502091,True
C001230,Lerato,Williams,1975-02-27,Female,Gauteng,Pretoria,Emerging Affluent,2024-03-01,Low,Employed,402024,True
C001231,Priya,Gumede,2004-12-07,Male,Eastern Cape,Mthatha,Emerging Affluent,2025-06-04,Low,Employed,313438,True
C001232,Lerato,Botha,1991-01-04,Female,Gauteng,Centurion,Affluent,2026-07-16,Low,Self-Employed,656578,True
C001233,Tshepo,Jacobs,1988-08-25,Female,Western Cape,George,Emerging Affluent,2023-08-02,Low,Employed,287496,True
C001234,Muhammad,Naidoo,1987-04-14,Female,Gauteng,Centurion,Emerging Affluent,2025-08-02,Low,Employed,467168,True
C001235,Zanele,Williams,1994-06-25,Male,Western Cape,Cape Town,Private Banking,2024-05-07,Low,Employed,1631057,True
C001236,Nomsa,Ndlovu,1973-08-28,Male,Gauteng,Johannesburg,Emerging Affluent,2024-12-21,Low,Self-Employed,303183,True
C001237,Tshepo,Brown,1956-11-01,Female,Limpopo,Polokwane,Mass Market,2024-01-03,Low,Employed,197564,True
C001238,Sibusiso,Smith,1981-11-03,Female,Gauteng,Pretoria,Mass Market,2023-07-13,Medium,Employed,180007,True
C001239,Mpho,Adams,1967-05-17,Female,Eastern Cape,Gqeberha,Mass Market,2026-03-26,Medium,Employed,215601,True
C001240,Ruan,Nkosi,1996-03-03,Female,Western Cape,Paarl,Mass Market,2024-02-03,Medium,Unemployed,70975,True
C001241,Sipho,Adams,1973-08-08,Female,Western Cape,George,Mass Market,2023-03-05,High,Unemployed,62366,True
C001242,Sipho,Cele,2000-01-24,Male,KwaZulu-Natal,Umhlanga,Emerging Affluent,2024-10-21,Medium,Employed,341322,True
C001243,Muhammad,Cele,1967-03-01,Female,Limpopo,Tzaneen,Mass Market,2026-03-10,Low,Unemployed,95391,True
C001244,Karabo,Molefe,1989-08-04,Female,Gauteng,Midrand,Mass Market,2024-10-17,Medium,Employed,271441,False
C001245,Ruan,Cele,1995-11-30,Female,Eastern Cape,Gqeberha,Mass Market,2022-10-27,Medium,Employed,247905,True
C001246,Naledi,Daniels,1978-04-27,Female,KwaZulu-Natal,Richards Bay,Mass Market,2023-03-11,High,Employed,149924,True
C001247,Ayesha,Meyer,1981-01-27,Male,Eastern Cape,Mthatha,Mass Market,2022-10-13,Low,Student,4464,True
C001248,Ayesha,Williams,1951-09-07,Male,Limpopo,Polokwane,Emerging Affluent,2024-12-12,Low,Employed,294911,True
C001249,Zanele,Cele,1989-12-08,Male,KwaZulu-Natal,Richards Bay,Mass Market,2024-02-26,Medium,Employed,241236,True
C001250,Kagiso,Pillay,1963-11-10,Female,KwaZulu-Natal,Umhlanga,Emerging Affluent,2024-01-23,Low,Employed,382057,True
C001251,Megan,Daniels,2001-01-13,Male,Western Cape,Cape Town,Mass Market,2022-12-14,Medium,Student,21111,True
C001252,Kayla,Gumede,1989-10-29,Male,Eastern Cape,Gqeberha,Emerging Affluent,2025-06-11,Medium,Employed,452351,True
C001253,Lerato,Botha,1952-11-07,Female,Gauteng,Soweto,Emerging Affluent,2026-05-21,Low,Employed,627951,True
C001254,Anika,Brown,1995-02-24,Female,North West,Rustenburg,Mass Market,2024-02-08,Medium,Employed,198449,True
C001255,Mpho,Khan,1978-08-30,Female,Western Cape,Bellville,Emerging Affluent,2025-10-12,Low,Employed,545028,True
C001256,Kagiso,Khan,1974-07-31,Female,Western Cape,Bellville,Emerging Affluent,2025-02-02,Low,Employed,371816,True
C001257,Thabo,Botha,1970-09-26,Male,KwaZulu-Natal,Umhlanga,Mass Market,2022-12-31,High,Employed,179047,True
C001258,Anika,Dlamini,1977-09-11,Female,Gauteng,Pretoria,Mass Market,2024-12-09,Low,Employed,276809,True
C001259,Imran,Molefe,1964-07-06,Female,Western Cape,Stellenbosch,Affluent,2024-08-13,Low,Employed,765435,True
C001260,Kayla,Pillay,1975-10-05,Female,Gauteng,Midrand,Mass Market,2025-06-27,Low,Unemployed,10637,True
C001261,Ethan,Ndlovu,1967-04-02,Female,Western Cape,Cape Town,Affluent,2022-03-31,Low,Employed,671953,True
C001262,Zanele,Ndlovu,1960-08-30,Female,Free State,Bloemfontein,Emerging Affluent,2026-06-21,Low,Employed,405234,False
C001263,Tshepo,Williams,1983-06-09,Female,Northern Cape,Kimberley,Emerging Affluent,2024-12-28,Low,Retired,364938,True
C001264,Kayla,Molefe,1950-03-23,Male,Western Cape,Paarl,Mass Market,2022-02-27,Medium,Retired,100245,True
C001265,Mpho,Pillay,1982-12-06,Female,North West,Rustenburg,Affluent,2023-04-03,Medium,Self-Employed,717941,True
C001266,Naledi,Nkosi,1972-06-05,Female,Western Cape,Paarl,Affluent,2025-03-26,Low,Employed,652803,True
C001267,Kayla,Pillay,1967-06-21,Male,North West,Rustenburg,Mass Market,2023-08-30,Medium,Employed,207609,True
C001268,Karabo,Nkosi,2006-02-07,Male,Eastern Cape,Mthatha,Mass Market,2024-08-19,Low,Employed,168609,False
C001269,Tshepo,Ndlovu,1989-03-10,Male,Eastern Cape,East London,Affluent,2025-11-22,Low,Employed,667048,True
